Site,Country,Zone,Latitude,Longitude,Distance,Walk,Easytofind,Publicaccess,Specialaccess,Wavequality,Experience,Frequency,Type,Direction,Bottom,Power,Normallength,Gooddaylength,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
Kerteh,Malaysia,Baja Norte,,,Take a car,Short walk (5-15 mn),Easy to find,Don't know,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,2,0,1,2,4,3,0,2,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,16,22,18,19,13,14,20,23,19,14
kijal,Malaysia,Baja Norte,4.3382,103.47335,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,3,1,1,0,4,1,3,3,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,14,16,22,23,12,16,15,17,24,18,12
Pulau_Manukan,Malaysia,Baja Norte,5.976766667,116.0061333,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Reef-coral,Left,Reef (coral; sharp rocks etc..),Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,-1,0,3,2,2,6,3,2,3,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,15,23,17,12,18,15,17,23,24,17
Sunway_Lagoon,Malaysia,Baja Norte,3.069633333,101.6073833,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Totally Epic,All surfers,Very consistent (150 day/year),Reef-artificial,Right and left,Don't know,,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,4,4,4,1,5,1,3,3,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,17,15,25,16,14,11,16,16,26,22,12
Tanjung_Resang,Malaysia,Baja Norte,2.582116667,103.8062167,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Public access,,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,3,3,2,4,3,4,0,1,2,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,14,16,22,19,12,18,12,15,23,17,14
teluk_cempedak,Malaysia,Baja Norte,3.812483333,103.37315,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,0,1,5,0,5,2,1,2,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,18,16,22,23,17,11,13,15,23,24,14
Tioman_Island_west_beach,Malaysia,Baja Norte,2.787366667,104.2176833,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Private access,4x4,Normal,All surfers,Sometimes break,Reef-coral,Right and left,Sandy with rock,Ordinary; Fun; Powerless,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,2,3,4,4,2,3,-1,4,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,20,17,22,18,19,11,14,16,23,22,15
chickens,Maldives,Baja Norte,4.37525,73.66393333,Surf trip,,OK,,By boat only,Regional Classic,Experienced surfers,Don't know,Reef-coral,Left,,Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,2,4,5,0,2,2,1,4,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,22,23,19,14,17,17,20,23,17,19
cokes,Maldives,Baja Norte,4.370366667,73.65508333,Surf trip,Don't know,OK,Private access,By boat only,Totally Epic,Experienced surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),,Normal (50 to 150m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,2,0,1,0,6,0,0,0,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,20,24,19,13,17,13,19,26,18,16
cokes__thulusdhoo_island,Maldives,Baja Norte,,,Surf trip,,,,By boat only,Normal,All surfers,Very consistent (150 day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,0,1,4,4,0,6,3,3,0,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,17,19,21,17,16,11,14,19,26,21,18
five_island,Maldives,Baja Norte,,,Surf trip,,,Public access,By boat only,World Class,All surfers,Very consistent (150 day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,4,4,5,3,5,3,2,4,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,18,17,19,16,17,14,16,16,20,21,17
gurus,Maldives,Baja Norte,,,Day trip,Don't know,Don't know,Don't know,By boat only,Regional Classic,Experienced surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,2,2,3,4,5,1,2,4,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,22,25,23,12,11,15,17,22,20,19
honkeys,Maldives,Baja Norte,4.3128,73.5838,Sell the house; wife and kids,Instant access (&amp;lt; 5min),Easy to find,Private access,By boat only,World Class,All surfers,Regular,Reef-coral,Left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,2,3,2,0,2,4,3,2,4,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,14,16,22,22,12,13,16,21,24,24,12
jails,Maldives,Baja Norte,4.30765,73.57676667,Surf trip,,Easy to find,,By boat only,World Class,Experienced surfers,Don't know,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,-1,1,4,3,3,3,3,2,0,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,19,19,16,19,11,19,20,20,20,18
last_stop,Maldives,Baja Norte,,,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Public access,By boat only,Normal,Experienced surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,2,3,1,1,3,5,4,-1,3,2,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,18,19,19,14,15,18,19,22,19,13
lohis,Maldives,Baja Norte,4.34795,73.61783333,Sell the house; wife and kids,Instant access (&amp;lt; 5min),OK,Public access,By boat only,Regional Classic,All surfers,Don't know,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,3,0,2,1,5,2,2,1,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,16,21,20,23,13,16,18,15,26,20,13
lonuziyaarai,Maldives,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,3,4,2,0,5,1,2,3,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,14,17,23,16,17,14,16,17,21,21,12
maabaidhoo,Maldives,Baja Norte,2.03745,73.53578333,Surf trip,,Easy to find,Public access,By boat only,Regional Classic,All surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,0,2,2,0,6,4,0,4,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,21,22,23,21,14,13,19,15,20,24,16
meeru_reef,Maldives,Baja Norte,4.453733333,73.71723333,Day trip,Long walk (&gt;30 mn),OK,Private access,By boat only,Totally Epic,Pros or kamikaze only...,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Long (150 to 300 m),Exceptional (&gt;500m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,-1,0,0,2,4,6,4,0,4,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,19,24,17,15,11,18,21,24,17,12
ninjas,Maldives,Baja Norte,4.343566667,73.61295,Surf trip,Short walk (5-15 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Beginners wave,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Fun; Powerless,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,4,2,2,0,5,2,-1,3,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,21,20,20,23,17,17,14,15,24,24,18
pasta_point,Maldives,Baja Norte,4.316766667,73.59028333,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Private access,Don't know,World Class,Experienced surfers,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,3,4,2,2,4,4,3,3,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,20,20,23,16,17,15,16,21,19,20,17
riptides,Maldives,Baja Norte,,,Surf trip,,Hard to find,Public access,By boat only,Normal,All surfers,Don't know,Reef-coral,Left,Reef (coral; sharp rocks etc..),Fun,Short (&amp;lt; 50m),,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,2,0,2,4,6,1,2,2,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,22,24,23,14,18,13,20,21,21,17
sultans,Maldives,Baja Norte,4.312716667,73.5851,Day trip,,Easy to find,Public access,By boat only,Totally Epic,Experienced surfers,Don't know,Reef-coral,Right,Reef (coral; sharp rocks etc..),Powerful,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,2,3,4,4,5,0,-1,0,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,18,23,23,16,16,15,22,23,21,18
Thaa_s_secret,Maldives,Baja Norte,2.189183333,73.10233333,Day trip,Instant access (&amp;lt; 5min),Hard to find,Private access,By boat only,World Class,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Powerful,Long (150 to 300 m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,4,3,3,3,2,3,0,0,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,17,19,21,22,19,11,12,18,25,21,14
tombstones,Maldives,Baja Norte,4.2521,73.5481,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Private access,By boat only,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,4,4,5,4,3,1,1,0,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,15,19,19,23,14,16,18,18,25,21,19
Veymandhoo,Maldives,Baja Norte,2.199466667,73.06183333,Don't know,Don't know,Don't know,Don't know,Don't know,World Class,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Long (150 to 300 m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,0,0,2,4,0,3,4,3,1,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,20,15,23,23,13,12,13,21,26,19,19
villingili,Maldives,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Fast; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,2,1,3,1,4,3,4,-1,4,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,21,20,18,19,19,11,14,18,26,17,18
yin_yang,Maldives,Baja Norte,,,Surf trip,,,Public access,By boat only,World Class,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,3,2,1,1,6,3,1,3,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,18,17,20,19,14,16,12,22,26,20,17
Bird_Island__Saipan_,Mariana,Baja Norte,15.2582,145.8135667,Surf trip,Good walk (15-30 mn),Hard to find,Don't know,Don't know,Normal,Pros or kamikaze only...,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Don't know,Don't know,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,0,1,4,4,3,2,3,4,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,19,19,16,14,15,14,22,24,19,13
obyan,Mariana,Baja Norte,15.10486667,145.7389,Take a car,Long walk (&gt;30 mn),Hard to find,Public access,4x4,Normal,All surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Fast,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,2,2,4,4,6,3,-1,0,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,15,20,21,12,12,16,17,19,21,18
Sugar_Dock,Mariana,Baja Norte,15.1487,145.6994833,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Ordinary,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,3,2,3,1,3,4,2,1,0,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,15,20,24,18,19,16,13,16,26,20,19
Center_Islands,Philippines,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,3,1,4,4,3,1,1,3,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,22,24,18,19,14,13,20,21,17,18
Mindanao,Philippines,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,2,1,3,2,6,2,-1,4,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,21,21,23,12,18,18,16,21,23,18
Luzon,Philippines,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,2,0,4,3,2,0,3,4,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,21,17,18,21,12,12,19,17,25,21,15
Siargao_Islands,Philippines,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,2,2,5,2,5,4,0,0,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,22,19,21,18,15,16,15,22,18,14
Jovees,Philippines,Baja Norte,9.10955,126.1621833,Day trip,Don't know,OK,Public access,By boat only,World Class,All surfers,Regular,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Powerful; Ordinary; Fun,Long (150 to 300 m),Exceptional (&gt;500m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,0,0,1,3,5,2,0,3,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,21,15,22,20,18,18,16,16,25,18,17
Finnish_Bay,Russia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,3,0,2,4,4,6,4,1,0,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,22,18,20,15,13,19,20,22,21,19
Far_East,Russia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,1,2,3,2,2,4,0,0,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,16,22,16,16,18,12,19,19,24,16
Black_Sea,Russia,Baja Norte,,,,,,,,,,,,,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,4,4,3,3,2,1,2,3,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,18,21,18,20,13,16,15,22,22,22,18
38th_Parallel,South_Korea,Baja Norte,38.08983333,128.66515,Take a car,Instant access (&amp;lt; 5min),Easy to find,Don't know,Don't know,Regional Classic,Experienced surfers,Regular,Beach-break,Right and left,Sandy with rock,,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,-1,3,2,1,0,5,0,1,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,19,25,19,16,12,12,17,19,17,19
busan,South_Korea,Baja Norte,35.15815,129.16065,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,3,0,3,2,6,2,2,1,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,14,22,23,19,15,17,13,16,26,18,12
garbage_pile,South_Korea,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,Hollow; Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,2,1,0,4,4,4,2,1,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,16,15,19,19,14,16,12,19,21,21,18
Gyongpo_Beach,South_Korea,Baja Norte,37.80496667,128.9098,In the city,Instant access (&amp;lt; 5min),Easy to find,Private access,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Hollow; Fast; Ordinary; Fun,Short (&amp;lt; 50m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,-1,2,1,4,4,5,4,1,3,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,21,15,24,22,18,11,14,21,26,17,16
hae_un_dae,South_Korea,Baja Norte,35.15683333,129.1605167,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,4,1,2,4,6,4,-1,1,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,14,17,20,18,14,17,15,16,19,22,14
haewoondae,South_Korea,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Hollow; Fun; Powerless,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,2,2,2,3,3,6,4,0,2,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,17,22,19,20,15,17,15,17,20,21,14
hagampo_-_starfish,South_Korea,Baja Norte,,,Day trip,Short walk (5-15 mn),OK,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,3,4,5,1,5,2,0,2,1,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,17,18,23,19,15,12,16,19,20,23,15
