Spot,Country,Zone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
Airpot_left,St_Barthelemy,St_Barthelemy1,17.90713333,-62.83951667,Starts working at 2m-2.5m / 6ft-8ft and holds up to 3m+ / 10ft+,In the city,Left,NorthWest; West,,,Powerful,Reef (coral; sharp rocks etc..),Easy to find,SouthWest,,Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),,Don't know,Reef-rocky,All tides,,,4,0,1,4,4,2,5,4,2,4,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,18,16,22,21,13,13,18,23,26,22,12
Anse_des_Cayes,St_Barthelemy,St_Barthelemy2,17.9114,-62.84323333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,North; East; NorthEast,Don't know,Few surfers,Ordinary; Fun,Reef (coral; sharp rocks etc..),OK,South; SouthEast,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Crowded,4x4,Reef-coral,Don't know,,,4,1,2,4,2,4,6,2,1,2,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,14,24,19,14,12,19,23,25,26,16
Flamand,St_Barthelemy,St_Barthelemy1,17.91951667,-62.85958333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Take a car,Right and left,North; NorthWest; NorthEast,,Few surfers,Hollow; Fast; Powerful; Slab,Sandy with rock,Easy to find,SouthWest; South; SouthEast,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),Crowded,,Beach-break,All tides,,,3,2,4,3,2,1,4,2,3,3,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,19,24,21,12,15,17,21,23,23,16
Gordon_Cockwell,St_Barthelemy,St_Barthelemy2,,,Starts working at  and holds up to ,Don't know,Right and left,,Rising and falling tides,Few surfers,Ordinary,Reef (coral;sharp rocks etc..) with sand,Don't know,,Normal (50 to 150m),All surfers,Don't know,Don't know,Regular,Normal,Normal (50 to 150m),Crowded,Don't know,Reef-rocky,All tides,,,4,1,4,2,2,2,5,1,1,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,16,22,19,17,15,15,21,23,21,16
Kawa,St_Barthelemy,St_Barthelemy1,17.89293333,-62.80521667,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Take a car,Left,South; SouthEast; East,Don't know,Empty,Hollow; Powerful,Reef (coral; sharp rocks etc..),Easy to find,North; NorthWest; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),Empty,4x4,Reef-coral,Don't know,,,4,1,1,2,4,4,4,3,0,2,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,15,22,18,16,12,19,23,22,22,17
La_passe_de_Colombier_,St_Barthelemy,St_Barthelemy3,17.92048333,-62.87471667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Day trip,Right and left,NorthWest,,Empty,Powerful; Ledgey; Slab,Reef (coral; sharp rocks etc..),OK,SouthEast,Short (&amp;lt; 50m),Pros or kamikaze only...,,,Sometimes break,Sloppy,Short (&amp;lt; 50m),Empty,Paddle &gt; 20mn or Boat,Reef-coral,All tides,,,4,1,2,3,3,3,6,4,0,2,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,17,22,18,14,13,18,19,25,24,12
La_Tortue,St_Barthelemy,St_Barthelemy1,17.91751667,-62.80076667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right,North; NorthWest,Don't know,Empty,Hollow; Fast,Boulders,Hard to find,South; SouthEast; East,Long (150 to 300 m),Experienced surfers,Good walk (15-30 mn),Public access,Sometimes break,Regional Classic,Normal (50 to 150m),Few surfers,Paddle &gt; 20mn or Boat,Reef-coral,Don't know,,,4,1,1,3,4,2,3,3,3,4,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,19,21,19,13,11,19,19,27,26,15
Lorient,St_Barthelemy,St_Barthelemy2,17.90835,-62.82531667,Starts working at 1.5m-2m /5ft-6ft and holds up to ,Surf trip,Right and left,North; East; NorthEast,,,Hollow; Powerful; Slab,Reef (coral; sharp rocks etc..),Easy to find,South; SouthEast; East,,All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,,,,Reef-coral,,,,2,3,3,3,3,2,3,4,1,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,14,24,17,17,14,18,19,24,23,14
Petite_Anse,St_Barthelemy,St_Barthelemy1,17.92235,-62.86418333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,North; NorthWest; East; NorthEast,Don't know,Empty,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),OK,SouthWest; South; SouthEast,Normal (50 to 150m),Pros or kamikaze only...,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),Empty,Paddle &gt; 20mn or Boat,Reef-coral,Don't know,,,3,0,3,1,4,2,4,2,1,3,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,18,23,22,17,15,15,18,26,23,17
point_milou_,St_Barthelemy,St_Barthelemy1,17.91933333,-62.8154,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,Don't know,Right,,Falling tide,Few surfers,,Reef (coral; sharp rocks etc..),Don't know,,Long (150 to 300 m),Experienced surfers,Don't know,Don't know,Sometimes break,World Class,Long (150 to 300 m),Few surfers,Don't know,Point-break,Low and mid tide,,,4,3,1,2,2,3,6,2,0,4,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,17,24,20,13,15,18,18,23,21,12
The_Ledge,St_Barthelemy,St_Barthelemy2,,,Starts working at 2.5m-3m / 8ft-10ft and holds up to 2m+ / 6ft+,Don't know,Right and left,North; NorthEast,,Crowded,Hollow,Reef (coral; sharp rocks etc..),Easy to find,South; SouthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),Crowded,Don't know,Reef-coral,All tides,,,2,1,3,3,4,4,6,3,2,3,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,17,19,22,17,14,16,22,25,21,12
Toiny,St_Barthelemy,St_Barthelemy3,17.89538333,-62.79528333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Take a car,Right and left,North; South; SouthEast; East; NorthEast,Don't know,Crowded,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,North; NorthWest; East; NorthEast,Long (150 to 300 m),Experienced surfers,Short walk (5-15 mn),Public access,Sometimes break,Regional Classic,Normal (50 to 150m),Ultra crowded,4x4,Point-break,Don't know,,,4,1,2,4,3,1,4,2,1,4,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,18,23,17,17,12,19,18,25,24,17
Washing_Machine,St_Barthelemy,St_Barthelemy2,17.88845,-62.81005,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Surf trip,Right and left,SouthEast; East,,,Hollow; Fast; Powerful,Sandy with rock,OK,,,Pros or kamikaze only...,Short walk (5-15 mn),Don't know,Very consistent (150 day/year),,,,,Beach-break,,,,2,0,3,2,5,2,4,2,0,2,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,14,23,21,16,11,18,20,25,21,15
North_Friars_Bay,St_Kitts,St_Kitts3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Take a car,Right and left,North,Don't know,Empty,Hollow; Powerful,Sandy,Easy to find,SouthWest,Normal (50 to 150m),Experienced surfers,Short walk (5-15 mn),Public access,Very consistent (150 day/year),Regional Classic,Normal (50 to 150m),Empty,Don't know,Beach-break,All tides,,,3,0,1,2,2,2,4,4,0,4,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,19,14,19,20,17,14,16,22,26,23,13
St__Kitts_Marriott_Reef,St_Kitts,St_Kitts2,17.30868333,-62.73193333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,Don't know,Rising tide,Empty,Powerful; Slab,Sandy with rock,Easy to find,Don't know,Long (150 to 300 m),Experienced surfers,Short walk (5-15 mn),Private access,Sometimes break,Normal,Short (&amp;lt; 50m),Empty,Paddle &gt; 20mn or Boat,Reef-rocky,Mid and high tide,,,2,2,4,4,5,2,3,4,2,4,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,15,19,17,14,10,17,19,22,23,13
Blake_s_break,St_Martin,St_Martin1,18.08973333,-63.00933333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,Take a car,Right and left,NorthWest; West; SouthWest,Don't know,Empty,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,NorthWest; West,Long (150 to 300 m),Experienced surfers,Short walk (5-15 mn),Public access,Regular,Regional Classic,Normal (50 to 150m),Empty,By boat only,Reef-coral,Mid and high tide,,,2,1,1,4,2,1,5,2,3,2,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,17,19,22,16,11,19,22,24,26,12
Cupecoy,St_Martin,St_Martin1,18.0496,-63.13508333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,Take a car,Right,North; NorthEast,Don't know,Empty,Ledgey,Sandy with rock,Hard to find,North; East; NorthEast,Normal (50 to 150m),Experienced surfers,Short walk (5-15 mn),Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),Few surfers,Don't know,Point-break,Don't know,,,3,1,1,2,5,2,5,4,0,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,17,18,22,17,14,12,19,18,27,26,14
galion,St_Martin,St_Martin1,18.07466667,-63.01526667,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Take a car,Right and left,East,Falling tide,Few surfers,Ordinary,Reef (coral;sharp rocks etc..) with sand,OK,SouthWest,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Few surfers,Paddle &gt; 20mn or Boat,Reef-coral,All tides,,,3,2,2,3,5,1,6,2,2,3,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,17,22,17,14,10,15,23,22,21,15
Garbage_Heap,St_Martin,St_Martin3,18.12203333,-63.01946667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Take a car,Right and left,North; East; NorthEast,Don't know,Empty,Powerful; Ordinary; Fun,Reef (coral; sharp rocks etc..),Hard to find,West; SouthWest; South; SouthEast,Normal (50 to 150m),All surfers,Good walk (15-30 mn),Public access,Don't know,Regional Classic,Short (&amp;lt; 50m),Empty,Don't know,Point-break,Don't know,,,1,0,3,2,3,2,6,3,1,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,19,20,18,13,13,14,19,27,26,14
North_Dump,St_Martin,St_Martin1,18.12416667,-63.02721667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,,Falling tide,Empty,,Reef (coral;sharp rocks etc..) with sand,OK,,Long (150 to 300 m),All surfers,Good walk (15-30 mn),Public access,Sometimes break,Regional Classic,Normal (50 to 150m),Few surfers,Paddle &gt; 20mn or Boat,Reef-coral,All tides,,,1,1,1,1,2,4,3,3,0,1,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,17,22,19,12,10,19,20,27,24,14
Blue_Lagoon,St_Vincent_Grenadines,St_Vincent_Grenadines1,13.12638333,-61.2025,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Left,SouthEast; East; NorthEast,Don't know,Empty,Ordinary,Reef (coral; sharp rocks etc..),Easy to find,North; East; NorthEast,Normal (50 to 150m),Experienced surfers,Short walk (5-15 mn),Public access,Regular,Regional Classic,Normal (50 to 150m),Empty,By plane only,Reef-coral,All tides,,,1,2,1,1,4,4,5,3,1,3,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,19,19,20,12,11,15,19,25,25,14
Rabbit_Beach,St_Lucia,St_Lucia1,14.0779,-60.91315,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Take a car,Left,East; NorthEast,Don't know,Few surfers,Powerful; Ordinary; Fun,Sandy with rock,Easy to find,NorthWest; West; East,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,4x4,Beach-break,Mid and high tide,,,2,0,3,2,3,3,3,1,0,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,14,21,22,13,13,16,23,22,24,17
Marigot_Bay,St_Lucia,St_Lucia1,,,Starts working at Less than 1m / 3ft and holds up to Don't know,Don't know,Right,West,Don't know,Empty,Fast,Reef (coral; sharp rocks etc..),Don't know,Don't know,Don't know,Experienced surfers,Don't know,Don't know,Rarely break (5day/year),Normal,Short (&amp;lt; 50m),Empty,Don't know,Point-break,Mid tide,,,1,0,4,3,5,2,4,1,2,1,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,15,22,18,13,11,14,18,24,26,17
Rodny_Bay,St_Lucia,St_Lucia3,14.0938,-60.96008333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,NorthEast,Rising tide,Empty,Fast; Ordinary; Fun,Reef (coral; sharp rocks etc..),Easy to find,SouthWest; South; East; NorthEast,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Short (&amp;lt; 50m),Empty,Paddle &gt; 20mn or Boat,Reef-coral,Mid and high tide,,,4,1,4,4,3,4,3,1,0,4,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,18,22,17,12,10,14,21,23,24,17
Winjammer,St_Lucia,St_Lucia3,14.05793333,-60.97628333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,In the city,Right,North; NorthWest,Rising tide,Few surfers,Fast; Powerful; Fun,Reef (coral; sharp rocks etc..),Easy to find,East,Very Long (300 to 500 m),Experienced surfers,Short walk (5-15 mn),Public access,Sometimes break,Normal,Normal (50 to 150m),Few surfers,Don't know,Reef-coral,Mid and high tide,,,4,3,3,4,2,2,6,1,3,1,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,15,16,24,19,13,15,15,19,25,21,12
Airport,Tobago,Tobago3,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Take a car,Right and left,,Rising and falling tides,Empty,,Sandy with rock,Easy to find,,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Rarely break (5day/year),Regional Classic,Normal (50 to 150m),Few surfers,Don't know,Reef-rocky,Low tide only,,,4,1,3,1,4,4,4,1,1,1,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,16,19,18,14,10,17,22,25,21,14
ir_vene,Tobago,Tobago1,,,Starts working at  and holds up to ,Take a car,Right,North; NorthWest; West,Rising tide,Few surfers,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,North; NorthWest; West; NorthEast,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,World Class,Normal (50 to 150m),Crowded,Don't know,Point-break,All tides,,,3,1,4,4,4,3,5,1,1,2,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,14,19,18,15,14,14,21,25,22,12
mount_irvine_bay,Tobago,Tobago3,11.1967,-60.79738333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Take a car,Right,,Rising and falling tides,Empty,Hollow; Fast,Reef (coral; sharp rocks etc..),Easy to find,,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,World Class,Normal (50 to 150m),Few surfers,Don't know,Reef-coral,Mid and high tide,,,4,1,4,4,4,3,6,3,0,1,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,16,23,22,13,13,18,23,24,25,14
Big_Bay,Trinidad,Trinidad2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Day trip,Right and left,North; NorthEast,Rising and falling tides,Empty,Hollow; Fast; Powerful,Sandy,Easy to find,,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Regular,Regional Classic,Short (&amp;lt; 50m),Crowded,Don't know,Beach-break,All tides,,,1,3,1,2,2,2,4,1,2,3,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,18,20,18,17,11,17,19,25,24,14
Calmside,Trinidad,Trinidad1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Take a car,Right and left,,,Empty,Ordinary,Sandy with rock,Easy to find,,Normal (50 to 150m),All surfers,Don't know,Public access,Regular,Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Beach-break,,,,3,3,4,1,3,4,6,4,2,1,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,18,22,20,15,12,19,22,27,25,15
grande_riviere,Trinidad,Trinidad3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Day trip,Right and left,North; NorthWest,Rising tide,Empty,Ordinary; Fun,Sandy with rock,Easy to find,South; SouthEast; East,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Short (&amp;lt; 50m),Few surfers,Don't know,Beach-break,Mid and high tide,,,4,0,4,3,4,4,4,2,2,1,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,15,14,24,19,14,14,14,23,24,21,16
Las_Cuevas,Trinidad,Trinidad3,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Day trip,Right and left,North; NorthWest; NorthEast,Rising tide,Empty,Ordinary,Sandy,Easy to find,,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Beach-break,All tides,,,4,1,2,1,2,2,6,4,1,1,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,14,19,21,17,11,16,18,22,22,15
Matelot,Trinidad,Trinidad3,,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,Day trip,Right and left,,Rising tide,Empty,,Boulders,OK,,Long (150 to 300 m),Experienced surfers,Don't know,Don't know,Sometimes break,Normal,Normal (50 to 150m),Empty,Paddle &gt; 20mn or Boat,Reef-rocky,All tides,,,2,0,3,1,3,4,4,2,2,1,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,18,19,18,12,13,18,19,22,26,17
Rough_Side,Trinidad,Trinidad3,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,Take a car,Right and left,West,,Empty,Powerful,Sandy with rock,Easy to find,East; NorthEast,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Empty,Don't know,Beach-break,All tides,,,4,0,1,4,4,2,3,1,3,2,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,17,24,18,14,11,16,23,23,22,17
Sally_Bay,Trinidad,Trinidad2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Day trip,Right and left,North; NorthWest; East; NorthEast,Rising and falling tides,Empty,Ordinary; Fun,Reef (coral; sharp rocks etc..),Easy to find,North; NorthWest; NorthEast,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Normal (50 to 150m),Crowded,Don't know,Reef-coral,All tides,,,1,0,4,3,2,2,3,1,3,3,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,19,24,20,15,11,15,18,23,25,12
Sans_Souci,Trinidad,Trinidad3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Day trip,Right and left,North; East; NorthEast,Rising and falling tides,Few surfers,Hollow; Powerful,Sandy,Easy to find,South; SouthEast; East,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Normal (50 to 150m),Crowded,Don't know,Beach-break,Low and mid tide,,,4,1,2,3,3,2,5,2,0,1,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,14,23,21,12,15,17,19,24,21,12
toco,Trinidad,Trinidad1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,North; NorthWest; East; NorthEast,Rising and falling tides,Empty,Ordinary,Reef (coral; sharp rocks etc..),OK,South; SouthEast; East,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Very consistent (150 day/year),Normal,Normal (50 to 150m),Few surfers,Don't know,Reef-coral,All tides,,,1,2,3,1,3,1,6,2,3,1,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,16,14,22,17,16,10,18,22,22,26,17
Pine_Cay,Turks___Caicos,Turks___Caicos3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,North; NorthWest; East; NorthEast,Rising and falling tides,Empty,Ordinary,Reef (coral; sharp rocks etc..),OK,South; SouthEast; East,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Very consistent (150 day/year),Normal,Normal (50 to 150m),Few surfers,Don't know,Reef-coral,All tides,,,1,3,3,3,4,3,3,1,2,3,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,17,24,22,15,10,17,20,27,26,14
botany_bay,Virgin_Islands,Virgin_Islands1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Day trip,Right,North; NorthEast,Rising and falling tides,Empty,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),OK,SouthWest; South,Very Long (300 to 500 m),Experienced surfers,Long walk (&gt;30 mn),Private access,Regular,Regional Classic,Long (150 to 300 m),Few surfers,By boat only,Point-break,All tides,,,2,0,2,4,5,4,3,2,0,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,16,20,21,12,12,14,21,27,23,13
carambola,Virgin_Islands,Virgin_Islands3,17.76268333,-64.83398333,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,In the city,Right,North; Don't know,Don't know,Empty,Ordinary; Fun,Flat rocks with sand,Easy to find,Don't know,Normal (50 to 150m),Beginners wave,Instant access (&amp;lt; 5min),Private access,Regular,Normal,Short (&amp;lt; 50m),Empty,Don't know,Reef-rocky,Don't know,,,2,3,2,4,4,2,6,2,1,2,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,20,18,23,18,13,13,16,19,25,25,15
Caret_Bay,Virgin_Islands,Virgin_Islands2,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Take a car,Right and left,North; NorthWest; West,,Empty,Hollow; Fast; Powerful; Fun,Reef (coral;sharp rocks etc..) with sand,Easy to find,South,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Long (150 to 300 m),Few surfers,Don't know,Reef-coral,All tides,,,4,3,1,2,4,3,6,2,2,4,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,18,17,19,22,17,12,17,23,25,26,13
Cinnamon_Bay,Virgin_Islands,Virgin_Islands3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Take a car,Right and left,Don't know,Don't know,Few surfers,Fun,Sandy,Easy to find,Don't know,Normal (50 to 150m),All surfers,Long walk (&gt;30 mn),Public access,Sometimes break,Normal,Short (&amp;lt; 50m),Crowded,Don't know,Beach-break,Don't know,,,3,0,1,1,5,3,3,2,0,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,14,24,22,13,14,18,22,22,25,15
