Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec,Distance_num,Wave quality_num,Experience_num,Frequency_num,Normal length_num,Good day length_num
hansons,North_America,Canada,West_Coast,,,49.77095,-124.3862667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Choss,All surfers,Rarely break (5day/year),Sand-bar,Right and left,Sandy with rock,Powerless,Short (&amp;lt; 50m),,SouthWest; South,SouthWest; South,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,5,1,2,1,1,
jackie_s_hole_-_no_rooks,North_America,Canada,West_Coast,,,49.00185,-125.6397333,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest; South; SouthEast; East,South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,5,3,2,3,1,1
jordan_river,North_America,Canada,West_Coast,,,48.41986667,-124.0562167,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Point-break,Right and left,Flat rocks with sand,Fast,Long (150 to 300 m),Very Long (300 to 500 m),NorthWest; West; SouthWest,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,5,4,2,,3,4
long_beach,North_America,Canada,West_Coast,,,49.07091667,-125.7652167,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,Mid and high tide,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,3,3,2,3,2,2
midgets,North_America,Canada,West_Coast,,,48.49733333,-123.33295,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Choss,Beginners wave,Sometimes break,Sand-bar,Right and left,Sandy with rock,Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast,SouthEast,Starts working at  and holds up to ,,,Empty,Empty,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,6,1,1,2,1,2
nootka_island,North_America,Canada,West_Coast,,,49.65898333,-126.8443333,Day trip,Long walk (&gt;30 mn),OK,Public access,By boat only,Regional Classic,Experienced surfers,Don't know,,,,,,,NorthWest; West; SouthWest,,Starts working at  and holds up to ,,,Empty,Empty,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,4,4,3,,,
pachina_bay,North_America,Canada,West_Coast,,,6,-95,Week-end trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Ordinary; Fun,,,,,Starts working at 1.5m-2m /5ft-6ft and holds up to ,All tides,,Empty,Empty,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,3,3,2,,,
port_renfrew,North_America,Canada,West_Coast,,,48.56735,-124.4100333,Day trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,Experienced surfers,Don't know,Rivermouth,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at  and holds up to ,,,Empty,Few surfers,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,4,3,3,,1,2
raft_cove,North_America,Canada,West_Coast,,,50.5865,-128.2375667,Week-end trip,Good walk (15-30 mn),OK,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Beach-break,Right and left,Sandy,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,3,3,3,2,1,2
Silver_Foxes,North_America,Canada,West_Coast,,,49.79138333,-124.4661,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,,Choss,All surfers,Rarely break (5day/year),Point-break,Left,Flat rocks,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South,South,Starts working at 2.5m-3m / 8ft-10ft and holds up to 1m+ / 3ft+,High tide only,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,5,1,2,1,1,1
sombrio_beach,North_America,Canada,West_Coast,,,48.4942,-124.2962333,Day trip,Long walk (&gt;30 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Don't know,Reef-rocky,Right and left,Boulders,Hollow; Fast; Powerful; Ordinary,Normal (50 to 150m),Long (150 to 300 m),NorthWest,NorthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to ,All tides,Rising and falling tides,Crowded,Ultra crowded,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,4,4,3,,2,3
tofino,North_America,Canada,West_Coast,,,49.13006667,-125.9060667,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West; SouthWest; South,North; SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,4,3,2,3,2,2
Waldo_s_Cove,North_America,Canada,West_Coast,,,54.17128333,-133.0343,Sell the house; wife and kids,Good walk (15-30 mn),Hard to find,Don't know,By boat only,Normal,All surfers,Regular,Don't know,Right and left,Reef (coral;sharp rocks etc..) with sand,Fun,Don't know,Don't know,NorthWest; West,Don't know,Starts working at Don't know and holds up to Don't know,Don't know,Don't know,Empty,Empty,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,1,3,2,3,,
Wickaninish,North_America,Canada,West_Coast,,,49.01583333,-125.6702167,Week-end trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,Experienced surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,Mid tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/North_America/Canada/West_Coast/index.html,2,1,1,1,1,2,,,,,,,Survival Kit,Survival Kit,Fullsuit,Fullsuit,Fullsuit,Survival Kit,45,48,52,55,54,48,41,48,59,64,59,43,3,3,3,4,2,3
alfonsina,South_America,Argentina,North,,,-37.99386667,-57.54263333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Don't know,Sometimes break,Beach-break,Right and left,Sandy with rock,Hollow; Ordinary; Fun; Slab,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,,,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,3,,2,1,1
biologia,South_America,Argentina,North,,,-38.02725,-57.52863333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Sand-bar,Left,Sandy,Powerful; Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising and falling tides,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,3,2,4,1,2
cabo_corrientes,South_America,Argentina,North,,,-38.01608333,-57.52488333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy,Fast; Powerful; Fun,Short (&amp;lt; 50m),Long (150 to 300 m),South; SouthEast,NorthWest; SouthWest,Starts working at 2m-2.5m / 6ft-8ft and holds up to 2m+ / 6ft+,,,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,4,2,3,1,3
Cardiel,South_America,Argentina,North,,,-37.97633333,-57.54135,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right,Sandy,Powerful; Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,West; SouthWest; South,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,4,2,3,1,2
chapadmalal,South_America,Argentina,North,,,-38.20696667,-57.68818333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Point-break,Right and left,Sandy,Fast; Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest; South,North; NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Don't know,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,5,4,2,3,1,2
Constitucion,South_America,Argentina,North,,,-37.97146667,-57.54116667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right,Sandy,Fast; Ordinary,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast,NorthWest; West; SouthWest; South,Starts working at Don't know and holds up to Don't know,Mid tide,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,3,2,3,2,3
el_muelle,South_America,Argentina,North,,,-38.284,-57.83341667,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Don't know,Sand-bar,Right and left,Sandy with rock,Powerful,Normal (50 to 150m),Normal (50 to 150m),South,North,Starts working at 2m-2.5m / 6ft-8ft and holds up to 2.5m+ / 8ft+,,,Empty,Crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,4,3,,2,2
el_pomol,South_America,Argentina,North,,,-38.28498333,-57.8343,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Powerful; Ordinary,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast,North; NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,4,3,2,2,3
el_yacht,South_America,Argentina,North,,,-38.03093333,-57.52926667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Breakwater/jetty,Right,Sandy,Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,South,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,3,2,,1,2
escollera_necochea,South_America,Argentina,North,,,-38.58173333,-58.70283333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Left,Sandy with rock,Powerful,Normal (50 to 150m),Normal (50 to 150m),North; SouthWest; South,North; NorthWest; West; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,4,2,4,2,2
Honu_Beach_Mar_Del_Plata,South_America,Argentina,North,,,-38.0879,-57.54055,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Beach-break,Right,Sandy,,Don't know,,South,North; NorthWest,Starts working at  and holds up to Don't know,Don't know,Don't know,Few surfers,Few surfers,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,4,2,2,,
la_paloma,South_America,Argentina,North,,,-38.1685,-57.63368333,Take a car,,Hard to find,Public access,Don't know,Regional Classic,Experienced surfers,Don't know,Reef-rocky,Right and left,Flat rocks,Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthEast,NorthEast,Starts working at  and holds up to ,,,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,5,4,3,,2,3
la_punta___puerto_,South_America,Argentina,North,,,-38.03846667,-57.51711667,In the city,Good walk (15-30 mn),Easy to find,Public access,,Don't know,Experienced surfers,Don't know,Reef-rocky,Right and left,Don't know,Powerful,,,Don't know,Don't know,Starts working at  and holds up to Don't know,Don't know,Don't know,Empty,Empty,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,,3,,,
la_virazon,South_America,Argentina,North,,,-38.57876667,-58.69291667,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Beach-break,Right and left,Sandy with rock,Hollow,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest,SouthWest,Starts working at  and holds up to ,High tide only,,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,3,4,2,,1,2
luna_roja,South_America,Argentina,North,,,-38.17348333,-57.6393,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Regular,Point-break,Left,Flat rocks,Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast,North; NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,5,4,2,3,2,3
mar_de_ajo,South_America,Argentina,North,,,-36.71048333,-56.67393333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,,,Sandy,Fast; Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),East,West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,,,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,3,2,3,1,1
miramar,South_America,Argentina,North,,,-38.27433333,-57.82955,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,North,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Mid and high tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,3,2,3,1,2
monte_hermoso,South_America,Argentina,North,,,-38.98983333,-61.29821667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast,North; NorthWest; NorthEast,Starts working at  and holds up to ,Mid and high tide,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Argentina/North/index.html,1,2,2,2,2,2,1,2,2,3,2,2,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Equipo de supervivencia,Equipo de supervivencia,Equipo de supervivencia,Traje Fullsuit,61,61,50,46,55,55,86,72,64,57,70,75,6,2,2,2,1,1
