Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb, BestSurfing_MarApr, BestSurfing_MayJun, BestSurfing_JulAug, BestSurfing_SepOct, BestSurfing_NovDec, TypicalSwell_JanFeb, TypicalSwell_MarApr, TypicalSwell_MayJun, TypicalSwell_JulAug, TypicalSwell_SepOct, TypicalSwell_NovDec, SurfEquipment_JanFeb, SurfEquipment_MarApr, SurfEquipment_MayJun, SurfEquipment_JulAug, SurfEquipment_SepOct, SurfEquipment_NovDec, WaterTemp_JanFeb, WaterTemp_MarApr, WaterTemp_MayJun, WaterTemp_JulAug, WaterTemp_SepOct, WaterTemp_NovDec, AirTemp_JanFeb, AirTemp_MarApr, AirTemp_MayJun, AirTemp_JulAug, AirTemp_SepOct, AirTemp_NovDec
burrinho,Europe,Portugal,South,,,37.89605,-8.79915,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Paddle &gt; 20mn or Boat,Totally Epic,Pros or kamikaze only...,Sometimes break,Reef-rocky,Right and left,Flat rocks,,Very Long (300 to 500 m),Exceptional (&gt;500m),,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,Mid and high tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
carvalhal,Europe,Portugal,South,,,38.30635,-8.780416667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Hollow; Fast; Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),North; NorthWest; West; SouthWest; South,South; East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
comporta,Europe,Portugal,South,,,38.38035,-8.803483333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest; South,East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
malhao,Europe,Portugal,South,,,37.78795,-8.803133333,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Falling tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
melides,Europe,Portugal,South,,,38.12891667,-8.79275,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
molhe_de_ferragudo,Europe,Portugal,South,,,37.10936667,-8.519983333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,4x4,Regional Classic,Experienced surfers,Regular,Point-break,Right and left,Sandy,Powerful,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest; South,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
odeceixe,Europe,Portugal,South,,,37.4425,-8.799666667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Crowded,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
porto_covo,Europe,Portugal,South,,,37.855,-8.794383333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
praia_do_pego,Europe,Portugal,South,,,38.29206667,-8.776566667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South,North,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low tide only,Falling tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
sanguessuga,Europe,Portugal,South,,,37.90598333,-8.802616667,Take a car,Short walk (5-15 mn),Hard to find,Public access,Paddle &gt; 20mn or Boat,World Class,Pros or kamikaze only...,Rarely break (5day/year),Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,High tide only,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
Sao_Torpes,Europe,Portugal,South,,,37.9252,-8.807383333,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Right and left,Sandy with rock,Hollow; Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),SouthEast; East,West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Falling tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
vila_nova_de_milfontes,Europe,Portugal,South,,,37.72103333,-8.79485,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right and left,Sandy with rock,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
Vila_Real_Santo_Antonio,Europe,Portugal,South,,,37.17136667,-7.412716667,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,World Class,All surfers,Regular,,Right and left,Sandy,Fast; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast,South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,,,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
zambujeira_do_mar,Europe,Portugal,South,,,37.52511667,-8.7882,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Beach-break,Left,Sandy,Fast; Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/South/index.html,2,2,1,1,1,2,3,2,1,1,2,2,Traje Fullsuit,Traje Fullsuit,Traje de neopreno para surf (springsuit),Calzones,Traje de neopreno para surf (springsuit),Traje Fullsuit,61,64,64,70,66,63,61,72,72,77,77,57
albufeira,Europe,Portugal,Algarve,,,37.08563333,-8.248683333,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Rarely break (5day/year),Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),North,South,Starts working at  and holds up to ,All tides,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
alvor,Europe,Portugal,Algarve,,,37.12241667,-8.596466667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at Less than 1m / 3ft and holds up to ,High tide only,,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
amoreira,Europe,Portugal,Algarve,,,37.35003333,-8.8455,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Right and left,Sandy with rock,Fun,Normal (50 to 150m),Long (150 to 300 m),West,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,,,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
arrifana,Europe,Portugal,Algarve,,,37.29443333,-8.87125,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Point-break,Right,Sandy with rock,Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
beliche,Europe,Portugal,Algarve,,,37.02571667,-8.965533333,Take a car,Good walk (15-30 mn),Easy to find,Public access,Don't know,World Class,Experienced surfers,Sometimes break,Beach-break,Right and left,Flat rocks with sand,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
Boca_do_rio,Europe,Portugal,Algarve,,,37.06543333,-8.810116667,Take a car,Good walk (15-30 mn),OK,Public access,,Regional Classic,Experienced surfers,,Beach-break,,Boulders,Ordinary; Fun; Ledgey,Normal (50 to 150m),Normal (50 to 150m),,North,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Don't know,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
Burgau,Europe,Portugal,Algarve,,,37.07018333,-8.776166667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South,North; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid tide,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
carrapateira,Europe,Portugal,Algarve,,,37.19995,-8.906216667,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Beach-break,Left,Sandy with rock,Hollow; Powerful; Fun,Short (&amp;lt; 50m),Long (150 to 300 m),North; NorthWest; West,South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Low and mid tide,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
Carriagem,Europe,Portugal,Algarve,,,37.36143333,-8.841333333,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Totally Epic,Pros or kamikaze only...,Very consistent (150 day/year),Reef-rocky,Don't know,Reef (coral; sharp rocks etc..),Hollow,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,Don't know,Don't know,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
castelejo,Europe,Portugal,Algarve,,,37.10108333,-8.945366667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy with rock,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West,SouthEast; East,Starts working at Less than 1m / 3ft and holds up to ,Mid and high tide,,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
cordoama,Europe,Portugal,Algarve,,,37.1051,-8.941816667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West,SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
Figueiros,Europe,Portugal,Algarve,,,37.24778333,-8.8694,Take a car,Instant access (&amp;lt; 5min),OK,Public access,4x4,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy with rock,Ordinary; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest; South,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Don't know,Don't know,Few surfers,Crowded,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
Forte_Novo,Europe,Portugal,Algarve,,,37.06173333,-8.090783333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Ordinary; Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,North; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Low and mid tide,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
Ilha_de_Faro,Europe,Portugal,Algarve,,,36.98753333,-7.967583333,Take a car,Short walk (5-15 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; SouthWest; SouthEast,North; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Don't know,Few surfers,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
ilha_de_tavira,Europe,Portugal,Algarve,,,37.11215,-7.62245,Take a car,Good walk (15-30 mn),Easy to find,Public access,By boat only,Regional Classic,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Fast; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthEast,North; NorthWest; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
ilha_deserta,Europe,Portugal,Algarve,,,36.96436667,-7.87745,Day trip,Don't know,OK,Public access,By boat only,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,,Fast,Long (150 to 300 m),Long (150 to 300 m),SouthWest; South; SouthEast,North; SouthEast; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,,,Empty,Empty,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
ilha_do_farol,Europe,Portugal,Algarve,,,36.97233333,-7.8653,In the city,Good walk (15-30 mn),Easy to find,Public access,By boat only,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fast; Fun; Ledgey,Normal (50 to 150m),Long (150 to 300 m),SouthWest; SouthEast,North; SouthWest; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Europe/Portugal/Algarve/index.html,2,2,2,1,2,2,4,4,2,1,3,5,Traje Fullsuit,Traje de neopreno para surf (springsuit),Traje de neopreno para surf (springsuit),Calzones,Calzones,Traje de neopreno para surf (springsuit),59,63,66,72,70,64,61,68,77,86,77,64
