Spot,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,
nobbys_beach,Australia,NSW,Newcastle,,-32.9217166667,151.797533333,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy with rock,Ordinary; Fun; Powerless,Normal (50 to 150m),Normal (50 to 150m),West,SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,,,Crowded,Ultra crowded,
nobbys_reef,Australia,NSW,Newcastle,,-32.9214666667,151.800916667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,Flat rocks with sand,Hollow; Fast; Ledgey,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Few surfers,Crowded,
one_mile_point,Australia,NSW,Newcastle,,-32.77945,152.120133333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),East,West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,
pilos,Australia,NSW,Newcastle,,,,Take a car,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Empty,Empty,
pogos,Australia,NSW,Newcastle,,,,In the city,Short walk (5-15 mn),OK,Public access,Don't know,Regional Classic,All surfers,Don't know,Sand-bar,Right and left,Sandy with rock,Hollow; Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),NorthEast,NorthWest; West; SouthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,,Rising tide,Few surfers,Crowded,
readhead,Australia,NSW,Newcastle,,-33.0196,151.715866667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Long (150 to 300 m),SouthEast; East; NorthEast,North; NorthWest; West,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,
Samurai,Australia,NSW,Newcastle,,-32.7643333333,152.127766667,Take a car,Good walk (15-30 mn),Hard to find,Public access,By plane only,World Class,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Fast; Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),North; East; NorthEast,North; NorthWest; West; SouthWest; South; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising tide,Empty,Few surfers,
spookies,Australia,NSW,Newcastle,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Point-break,Right,Flat rocks with sand,Fast; Fun,Normal (50 to 150m),Normal (50 to 150m),SouthEast; East; NorthEast,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,,Few surfers,Few surfers,
stockton_-_signa_shipwreck,Australia,NSW,Newcastle,,-32.8593166667,151.844816667,,,,,Don't know,Regional Classic,All surfers,Regular,Breakwater/jetty,Right and left,Sandy,Hollow; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),East,West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,,,Few surfers,Crowded,
stockton_beach,Australia,NSW,Newcastle,,-32.9004166667,151.789916667,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Experienced surfers,Don't know,Beach-break,Right and left,Sandy,Fun; Ledgey,Normal (50 to 150m),Normal (50 to 150m),NorthEast,West; SouthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,Mid tide,Rising and falling tides,Few surfers,Crowded,
stokton_-_south_end,Australia,NSW,Newcastle,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Falling tide,Empty,Empty,
storm_-_bar_pipe,Australia,NSW,Newcastle,,,,In the city,Instant access (&amp;lt; 5min),OK,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Regular,Reef-rocky,Left,Boulders,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),East; NorthEast,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,High tide only,Rising and falling tides,Few surfers,Crowded,
suck_rock,Australia,NSW,Newcastle,,-32.4902833333,152.408266667,Day trip,Instant access (&amp;lt; 5min),OK,Public access,4x4,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Empty,Empty,
supies,Australia,NSW,Newcastle,,,,Take a car,Short walk (5-15 mn),OK,Public access,4x4,Regional Classic,Pros or kamikaze only...,Regular,Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Few surfers,
susan_gilmore,Australia,NSW,Newcastle,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Point-break,Right and left,Sandy with rock,Fast,Normal (50 to 150m),Long (150 to 300 m),NorthEast,West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid tide,Rising and falling tides,Empty,Few surfers,
the_cliff,Australia,NSW,Newcastle,,,,In the city,Short walk (5-15 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Very consistent (150 day/year),Sand-bar,Left,Sandy,Hollow; Fast,Normal (50 to 150m),Long (150 to 300 m),North; South; SouthEast; East; NorthEast,North; NorthWest; West; SouthWest; South,Starts working at  and holds up to 2.5m+ / 8ft+,Low and mid tide,Falling tide,,Few surfers,
the_spot,Australia,NSW,Newcastle,,,,In the city,Instant access (&amp;lt; 5min),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Left,,Hollow; Fast; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South; SouthEast,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising and falling tides,Empty,Crowded,
treachury,Australia,NSW,Newcastle,,-32.45255,152.515183333,Week-end trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Beach-break,Right and left,Sandy with rock,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Mid tide,Rising tide,Empty,Crowded,
Wreck_Beach_,Australia,NSW,Newcastle,,,,In the city,Good walk (15-30 mn),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Beach-break,Right and left,Sandy,Powerful; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),South; SouthEast,West; East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low tide only,Falling tide,Empty,Few surfers,
zenith_beach,Australia,NSW,Newcastle,,,,Day trip,Short walk (5-15 mn),OK,Public access,Don't know,Normal,Beginners wave,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Fun,Normal (50 to 150m),Normal (50 to 150m),SouthEast; East,West,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Few surfers,Few surfers,
avoca_point,Australia,NSW,Central,,-33.4696333333,151.43765,Don't know,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Point-break,Right,Boulders,Fun; Powerless,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,
backdoor,Australia,NSW,Central,,-33.2792666667,151.57285,In the city,Long walk (&gt;30 mn),OK,Public access,4x4,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Fun; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; NorthEast,SouthWest; South; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Few surfers,Crowded,
banzai,Australia,NSW,Central,,-33.4171166667,151.4639,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right,Flat rocks,Hollow; Fast; Powerful; Fun; Ledgey,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South; SouthEast,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,Falling tide,Empty,Crowded,
Big_bommie,Australia,NSW,Central,,-33.2782833333,151.575316667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Very Long (300 to 500 m),South; SouthEast; East; NorthEast,West; SouthWest; South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,Rising tide,Empty,Few surfers,
birdie_beach,Australia,NSW,Central,,-33.2055,151.607633333,Take a car,Good walk (15-30 mn),Easy to find,Public access,4x4,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful; Fun; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest,NorthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Low tide only,Rising tide,Empty,Few surfers,
blue_bay,Australia,NSW,Central,,-33.3557666667,151.502666667,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow,Long (150 to 300 m),Very Long (300 to 500 m),South; SouthEast,SouthEast; East,Starts working at 1.5m-2m /5ft-6ft and holds up to 5m / 16 ft and over,Mid and high tide,Rising tide,Few surfers,Few surfers,
blue_bay_shorey,Australia,NSW,Central,,-33.3551166667,151.501983333,,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Fast; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthEast; East,SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Crowded,Ultra crowded,
Blue_Lagoon_Point,Australia,NSW,Central,,-33.3813833333,151.488833333,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Point-break,Right,Flat rocks with sand,Fast; Powerful; Ordinary; Fun,Short (&amp;lt; 50m),Long (150 to 300 m),South; SouthEast; East,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Falling tide,Few surfers,Few surfers,
box_head_-_umina,Australia,NSW,Central,,-33.5448333333,151.343883333,Take a car,Good walk (15-30 mn),OK,Public access,By boat only,Totally Epic,Experienced surfers,Regular,Sand-bar,Left,Sandy,Hollow; Fast; Powerful,Very Long (300 to 500 m),Exceptional (&gt;500m),SouthEast,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,All tides,Rising tide,Empty,Empty,
budge_beach,Australia,NSW,Central,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Fast; Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Mid tide,Rising and falling tides,Empty,Few surfers,
bugs,Australia,NSW,Central,,-33.5179333333,151.40345,Day trip,Good walk (15-30 mn),Hard to find,Public access,By boat only,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Fun,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast,North; NorthWest,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Few surfers,
Bull_rock,Australia,NSW,Central,,-33.2761166667,151.5854,Week-end trip,Don't know,Easy to find,Public access,Paddle &gt; 20mn or Boat,World Class,Pros or kamikaze only...,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,Mid and high tide,Rising tide,Empty,Empty,
catherine_hill_bay,Australia,NSW,Central,,-33.1579666667,151.630983333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,4x4,Regional Classic,Experienced surfers,Regular,Breakwater/jetty,Right,Sandy,Hollow; Fast; Fun; Ledgey,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,
Copa_Ledge,Australia,NSW,Central,,,,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Pros or kamikaze only...,Regular,Reef-coral,Left,Flat rocks,Hollow; Fast; Fun; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),North; East; NorthEast,North; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Mid and high tide,Rising and falling tides,Empty,Empty,
copacobana_point,Australia,NSW,Central,,-33.4864666667,151.42825,Sell the house; wife and kids,Instant access (&amp;lt; 5min),Hard to find,Private access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Point-break,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),SouthEast; East,NorthWest,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Few surfers,Crowded,
corner,Australia,NSW,Central,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Totally Epic,Experienced surfers,Regular,Sand-bar,Right and left,Sandy,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast,West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,All tides,Falling tide,Empty,Few surfers,
crackneck,Australia,NSW,Central,,-33.3940833333,151.483266667,Day trip,Good walk (15-30 mn),OK,Public access,4x4,Regional Classic,Pros or kamikaze only...,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey,Normal (50 to 150m),Normal (50 to 150m),East; NorthEast,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Empty,Crowded,
pearl_beach_-_spot_x,Australia,NSW,Central,,,,Take a car,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Beach-break,Right and left,Sandy with rock,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Falling tide,Empty,Few surfers,
forries_shorey,Australia,NSW,Central,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Don't know,Sand-bar,Right and left,Sandy with rock,Hollow; Powerful; Fun; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),North; South; SouthEast; East; NorthEast,NorthWest; West; SouthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,,Few surfers,Crowded,
frazer_park,Australia,NSW,Central,,-33.1875666667,151.622833333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Regional Classic,Experienced surfers,Regular,Beach-break,Right and left,Sandy with rock,Powerful,Normal (50 to 150m),Long (150 to 300 m),SouthEast,NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Few surfers,Few surfers,
iceys,Australia,NSW,Central,,-33.2839166667,151.57705,Don't know,Long walk (&gt;30 mn),OK,Private access,Paddle &gt; 20mn or Boat,Normal,Experienced surfers,Sometimes break,Reef-rocky,Left,Flat rocks,Slab,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Few surfers,Few surfers,
the_zone,Australia,NSW,Central,,-33.3939333333,151.4881,In the city,Short walk (5-15 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,Totally Epic,Pros or kamikaze only...,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey; Slab,Normal (50 to 150m),Short (&amp;lt; 50m),NorthEast,SouthEast,Starts working at Less than 1m / 3ft and holds up to 5m / 16 ft and over,High tide only,Rising and falling tides,Empty,Few surfers,
JD_reef,Australia,NSW,Central,,-33.2726,151.566633333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Totally Epic,Pros or kamikaze only...,Sometimes break,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Very Long (300 to 500 m),South; SouthEast,SouthWest; South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,Low and mid tide,Rising tide,Empty,Few surfers,
JD_s_shorey,Australia,NSW,Central,,-33.2705333333,151.563883333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Pros or kamikaze only...,Sometimes break,Beach-break,Right and left,Sandy with rock,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Few surfers,Ultra crowded,
jewie_bay,Australia,NSW,Central,,,,Take a car,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East; NorthEast,North; NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid tide,,Empty,Crowded,
